text,intent,augmented,label_encoded
subjects covered in civil engineering?,Syllabus_query,True,35
what subjects are covered in the exam?,Entrance_exam_info,True,19
tell me how to enroll please,Admission_process,True,3
where is the college located??,College_location,True,9
could you thats not what i meant,Unknown_query,True,37
what about tell me about infrastructure and campus amenities,Campus_facilities,True,6
could you which top companies recruit from here?,Placement_info,True,30
how to apply for scholarship?,Scholarship_application,False,32
tell me about is direct entry possible?,Direct_admission,True,16
where can i find the course syllabus?,Syllabus_query,True,35
tell me about who teaches in electrical engineering?,Faculty_info,True,22
how can i are internships mandatory?,Internship_opportunities,True,27
by when should i submit the form? please,Admission_deadline,True,1
what courses are offered?,Course_list,True,12
i need to is the hostel separate for boys and girls?,Hostel_info,True,26
is there any student guidance team?,Student_support_services,True,34
information on whats the postal address?,College_location,True,9
information on how much time do i have to apply?,Admission_deadline,True,1
do students get internships?,Internship_opportunities,False,27
how long does scholarship approval take?,Scholarship_application,True,32
how far is the college from the city?,Nearby_locations,False,28
are internships mandatory?,Internship_opportunities,False,27
i need to by when should i submit the form?,Admission_deadline,True,1
could you details of the civil department,Department_info,True,14
do alumni help with placements?,Alumni_network,False,4
is there a robotics or cultural club?,Extracurricular_activities,True,21
what about something completely different,Unknown_query,True,37
is there academic support for weak students?,Student_support_services,True,34
information on nearby landmarks?,Nearby_locations,True,28
can students from other boards apply?,Eligibility_criteria,True,18
what internship options are available?,Internship_opportunities,False,27
do you allow direct admission?,Direct_admission,True,16
whats the postal address?,College_location,False,9
could you say that once more?,Repeat_question,False,31
hostel charges?,Hostel_fee,False,25
when should i apply for scholarship?,Scholarship_application,False,32
tell me about what are the qualifications of professors here?,Faculty_info,True,22
do you have alumni meets? please,Alumni_network,True,4
could you not related to admission,Unknown_query,True,37
how can i does your college provide library access?,Campus_facilities,True,6
how can i get a scholarship?,Scholarship_criteria,True,33
how can i when does admission close?,Admission_deadline,True,1
how to share my experience?,Feedback_and_suggestions,False,24
tell me about do i need to take an exam?,Entrance_exam_info,True,19
whats the college website?,Contact_information,False,11
tell me about is there a late fee for delayed payment?,Payment_methods,True,29
whats the deadline for scholarship application?,Scholarship_application,False,32
is the entrance exam online or offline??,Entrance_exam_info,True,19
how long is each exam?,Exam_schedule,False,20
how successful are your placements??,Placement_info,True,30
i need to deadline for application?,Admission_deadline,True,1
when can i tour the campus?,Campus_visit_schedule,False,7
how is the infrastructure in computer science department?,Department_info,True,14
tell me about is there a robotics or cultural club?,Extracurricular_activities,True,21
do you provide accommodation?,Hostel_info,True,26
details about is there a gym on campus?,Campus_facilities,True,6
tell me about the fee structure please,Fee_structure,True,23
tell me about bus service for students?,Transport_facility,True,36
what about scholarship application process?,Scholarship_application,True,32
tell me about what are the bus routes?,Transport_facility,True,36
could you hostel charges?,Hostel_fee,True,25
can you tell me about the teaching staff?,Faculty_info,False,22
how can i is there merit-based admission?,Direct_admission,True,16
details about how can i get a scholarship?,Scholarship_criteria,True,33
what sports facilities do you have?,Campus_facilities,True,6
"i need to i didnt understand, repeat please",Repeat_question,True,31
how can i when does the semester start?,Academic_calendar,True,0
information on how much is the tuition fee?,Fee_structure,True,23
what about whats the exam pattern?,Exam_schedule,True,20
how can i is hostel available?,Hostel_info,True,26
details about are there multiple admission rounds?,Admission_deadline,True,1
information on has my application been accepted?,Application_status,True,5
how can i get a scholarship?,Scholarship_criteria,False,33
information on when should i apply for internships?,Internship_opportunities,True,27
i need to how much is the tuition fee?,Fee_structure,True,23
information on how can i contact the college?,Contact_information,True,11
i need to can i get in without entrance test?,Direct_admission,True,16
could you what internship options are available?,Internship_opportunities,True,27
when are the practical exams?,Exam_schedule,True,20
what courses are offered?,Course_list,True,12
how can i duration?,Clarification_needed,True,8
how can i is there an alumni association?,Alumni_network,True,4
give me location of the institute,College_location,True,9
what happens after i file a complaint?,Complaint_registration,True,10
details about how can i get a scholarship?,Scholarship_criteria,True,33
when does the semester start??,Academic_calendar,True,0
how can i what are the criteria for direct admission?,Direct_admission,True,16
i need to contact details of the college?,Contact_information,True,11
how can i whats the postal address?,College_location,True,9
is the hostel separate for boys and girls? please,Hostel_info,True,26
are there any hostel rules and regulations?,Hostel_info,False,26
information on how long does a campus tour take?,Campus_visit_schedule,True,7
where can i report an issue??,Complaint_registration,True,10
tell me about how many buses does the college have?,Transport_facility,True,36
can i visit the college campus?,Campus_visit_schedule,True,7
details about is there any test for admission?,Entrance_exam_info,True,19
i need to are there any technical festivals?,Extracurricular_activities,True,21
how can i what sports facilities do you have?,Campus_facilities,True,6
where is the college situated??,College_location,True,9
department-specific fee information? please,Department_fee_query,True,13
do you help find internship placements?,Internship_opportunities,False,27
college opening date?,Academic_calendar,True,0
details about what is the total fee for civil engineering?,Fee_structure,True,23
details about what percentage of students get placed?,Placement_info,True,30
not what i was looking for,Unknown_query,True,37
